Player,Debut,Age,Yrs,TOT_G,TOT_MP,TOT_FG,TOT_FGA,TOT_3P,TOT_3PA,TOT_FT,TOT_FTA,TOT_ORB,TOT_TRB,TOT_AST,TOT_STL,TOT_BLK,TOT_TOV,TOT_PF,TOT_PTS,FG%,3P%,FT%,PG_MP,PG_PTS,PG_TRB,PG_AST,PG_STL,PG_BLK,Season
Kareem Abdul-Jabbar*,"Oct 18, '69, MIL vs. DET",22,1,82,3534,938,1810,,,485,743,,1190,337,,,,283,2361,.518,,.653,43.1,28.8,14.5,4.1,,,1969-70
Lucius Allen,"Oct 14, '69, SEA @ NYK",22,1,81,1817,306,692,,,182,249,,211,342,,,,201,794,.442,,.731,22.4,9.8,2.6,4.2,,,1969-70
Wally Anderzunas,"Oct 22, '69, CIN vs. LAL",24,1,44,370,65,166,,,29,46,,82,9,,,,47,159,.392,,.630,8.4,3.6,1.9,0.2,,,1969-70
John Arthurs,"Oct 19, '69, MIL vs. SEA",22,1,11,86,12,35,,,11,15,,14,17,,,,15,35,.343,,.733,7.8,3.2,1.3,1.5,,,1969-70
Johnny Baum,"Oct 17, '69, CHI vs. NYK",23,1,3,13,3,11,,,0,0,,4,0,,,,1,6,.273,,,4.3,2.0,1.3,0.0,,,1969-70
Butch Beard,"Oct 15, '69, ATL vs. SEA",22,1,72,941,183,392,,,135,163,,140,121,,,,124,501,.467,,.828,13.1,7.0,1.9,1.7,,,1969-70
Fred Carter,"Oct 21, '69, BAL vs. LAL",24,1,76,1219,157,439,,,80,116,,192,121,,,,137,394,.358,,.690,16.0,5.2,2.5,1.6,,,1969-70
Bob Dandridge*,"Oct 18, '69, MIL vs. DET",22,1,81,2461,434,895,,,199,264,,625,292,,,,279,1067,.485,,.754,30.4,13.2,7.7,3.6,,,1969-70
Mike Davis,"Oct 15, '69, BAL vs. CHI",23,1,56,1330,260,586,,,149,192,,128,111,,,,174,669,.444,,.776,23.8,11.9,2.3,2.0,,,1969-70
Dick Garrett,"Oct 17, '69, LAL @ PHI",23,1,73,2318,354,816,,,138,162,,235,180,,,,236,846,.434,,.852,31.8,11.6,3.2,2.5,,,1969-70
Herm Gilliam,"Oct 15, '69, CIN vs. NYK",23,1,57,1161,179,441,,,68,91,,215,178,,,,163,426,.406,,.747,20.4,7.5,3.8,3.1,,,1969-70
Bob Greacen,"Nov 3, '69, MIL vs. NYK",22,1,41,292,44,109,,,18,28,,59,27,,,,49,106,.404,,.643,7.1,2.6,1.4,0.7,,,1969-70
Lamar Green,"Oct 16, '69, PHO vs. SDR",22,1,58,700,101,234,,,41,70,,276,17,,,,115,243,.432,,.586,12.1,4.2,4.8,0.3,,,1969-70
